,price,brick,metro,kitsp,dist,walk,livesp,floor,code,totsp,owners,parking,lastownage,rating,murder,class
276,,panel,Lublinskaya,,13,0,46,9,southeast,77,1,underground,72,1,1,Usual
277,115,brick,Zamoskvoreckaya,6,10.5,6,42,1,northwest,57,3,closed,61,1,0,Usual
278,140,monolit,Zamoskvoreckaya,7,10.5,20,57,5,northwest,87,3,opened,58,2,0,Usual
279,185,monolit,Arbato-Pokrovskaya,9,7.5,15,53,1,east,80,2,closed,39,2,0,Usual
280,120,panel,Lublinskaya,10,7,16,50,4,southeast,80,3,opened,64,2,0,Usual
281,82,brick,Kalininskaya,6,12,27,,7,east,57,1,underground,75,1,0,Usual
282,130,brick,Arbato-Pokrovskaya,7,4.5,26,53,6,east,74,3,underground,64,1,0,Usual
283,110,panel,Zamoskvoreckaya,10,14.5,9,42,6,northwest,70,2,closed,34,1,0,Usual
284,90,block,Arbato-Pokrovskaya,,12,19,49,9,east,61,1,underground,57,1,0,Usual
285,185,block,Tagansko-Krasnopresenskaya,12,13.5,12,62,2,southeast,108,3,underground,32,2,0,Usual
286,,brick,Zamoskvoreckaya,10,7.5,22,46,7,northwest,80,1,opened,77,1,1,Usual
287,105,block,Kalininskaya,8,12,21,46,6,east,68,3,closed,37,1,0,Usual
288,193,brick,Kalininskaya,12,12,1,56,7,east,100,3,opened,37,2,0,Usual
289,75,panel,Tagansko-Krasnopresenskaya,6,9,8,34,0,northwest,51,1,opened,68,1,1,Usual
290,138,panel,Tagansko-Krasnopresenskaya,9,5,18,47,2,northwest,65,1,underground,64,2,0,Usual
291,115,block,Zamoskvoreckaya,8,12.5,3,40,7,northwest,63,1,closed,76,1,0,Usual
292,93,block,Tagansko-Krasnopresenskaya,6,7,,44,0,northwest,59,1,closed,58,1,0,Usual
293,123,panel,Lublinskaya,11,12.7,19,50,2,southeast,83,2,closed,44,2,0,Usual
294,120,brick,Tagansko-Krasnopresenskaya,9,11.5,13,53,4,southeast,82,1,underground,57,2,0,Usual
295,90,panel,Kalugsko-Rigskaya,6,15.5,28,43,0,north,66,3,underground,58,1,0,Usual
296,86,block,Zamoskvoreckaya,6,12.5,13,39,1,,56,2,underground,54,1,0,Usual
297,103,panel,Serpuhovsko-timiryazevskaya,8,17,17,40,5,north,64,1,closed,50,1,0,Usual
298,85,panel,Kalugsko-Rigskaya,6,13.5,9,,5,north,59,1,closed,66,1,0,Usual
299,123,panel,Lublinskaya,10,12.7,22,51,6,southeast,85,2,opened,60,2,0,Usual
300,110,block,Kalininskaya,10,12,27,44,8,east,69,1,opened,68,1,0,Usual
301,88,panel,Kalininskaya,10,12,3,44,0,east,60,3,opened,62,1,0,Usual
302,116,panel,Tagansko-Krasnopresenskaya,10,13.5,9,46,7,southeast,75,2,underground,36,2,0,Usual
303,119,monolit,Kalugsko-Rigskaya,8,8,14,52,0,north,71,2,underground,73,2,0,Usual
304,130,panel,Lublinskaya,13,12,11,45,2,southeast,80,1,opened,64,2,0,Usual
305,85,monolit,Arbato-Pokrovskaya,6,11,2,,9,east,55,3,underground,68,1,0,Usual
306,93,panel,Lublinskaya,10,13,7,45,0,southeast,79,2,underground,69,1,0,Usual
307,127,panel,Kalugsko-Rigskaya,13,12,15,45,,north,79,3,closed,40,2,0,Usual
308,143,panel,Tagansko-Krasnopresenskaya,10,6,11,42,7,southeast,77,3,closed,35,2,0,Usual
309,105,block,Kalininskaya,8,12,5,46,0,east,77,3,opened,32,2,0,Usual
310,177,monolit,Tagansko-Krasnopresenskaya,8,5,22,45,4,northwest,74,3,opened,71,2,0,Usual
311,73,block,Zamoskvoreckaya,6,14.5,27,37,9,northwest,54,2,underground,53,1,1,Usual
312,145,panel,Serpuhovsko-timiryazevskaya,11,17,1,45,6,north,74,3,closed,55,2,0,Usual
313,99,monolit,Arbato-Pokrovskaya,9,7.5,9,50,1,east,72,1,opened,53,1,0,Usual
314,91,brick,Kalininskaya,6,12,17,44,6,east,60,1,underground,63,1,0,Usual
315,122,block,Zamoskvoreckaya,8,10.5,12,44,8,northwest,68,2,closed,57,1,0,Usual
316,147,brick,Zamoskvoreckaya,9,7.5,26,49,6,northwest,74,3,opened,42,2,0,Usual
317,84,panel,Tagansko-Krasnopresenskaya,10,17,27,45,0,northwest,76,2,closed,67,1,0,Usual
318,73,panel,Lublinskaya,6,7,15,34,4,southeast,51,3,opened,65,1,1,Usual
319,85,block,Tagansko-Krasnopresenskaya,6,10,14,39,3,southeast,58,1,closed,69,1,0,Usual
320,,block,Zamoskvoreckaya,8,12.5,1,46,1,northwest,68,2,closed,52,1,1,Usual
321,116,panel,Kalugsko-Rigskaya,13,12,19,44,8,,,2,underground,35,1,0,Usual
322,136,block,Zamoskvoreckaya,10,14.5,3,44,8,northwest,76,3,opened,25,2,0,Usual
323,88,panel,Serpuhovsko-timiryazevskaya,6,17,0,36,9,north,56,3,opened,71,1,0,Usual
324,153,monolit,Serpuhovsko-timiryazevskaya,10,6.5,7,55,9,north,87,2,opened,70,2,0,Usual
325,135,panel,Zamoskvoreckaya,,10.5,17,44,0,,74,1,opened,42,2,0,Usual
326,135,monolit,Kalininskaya,9,10.5,16,51,0,east,74,2,underground,40,2,0,Usual
327,100,panel,Kalininskaya,6,12,23,53,5,east,68,2,opened,76,1,0,Usual
328,115,panel,Arbato-Pokrovskaya,7,11,15,37,0,east,,1,opened,80,1,0,Usual
329,120,panel,Kalugsko-Rigskaya,9,13.5,27,40,8,north,69,3,underground,57,1,0,Usual
330,149,panel,Kalugsko-Rigskaya,10,13.5,2,46,1,north,84,1,underground,51,2,0,Usual
331,98,panel,Kalugsko-Rigskaya,6,8,17,33,0,north,56,3,underground,72,1,0,Usual
332,85,block,Lublinskaya,6,7,16,44,9,southeast,60,1,opened,56,1,0,Usual
333,169,brick,Tagansko-Krasnopresenskaya,8,10,21,50,7,southeast,80,3,opened,34,2,0,Usual
334,100,brick,Kalininskaya,6,3.5,28,38,0,east,55,3,opened,56,1,0,Usual
335,125,panel,Arbato-Pokrovskaya,9,12,25,44,8,east,64,3,underground,38,1,0,Usual
336,95,brick,Zamoskvoreckaya,8,7.5,16,35,0,northwest,55,2,closed,55,1,0,Usual
337,114,panel,Lublinskaya,10,13,27,44,9,southeast,75,1,underground,68,1,0,Usual
338,105,brick,Tagansko-Krasnopresenskaya,8,9,21,50,0,northwest,78,2,closed,65,1,0,Usual
339,125,monolit,Arbato-Pokrovskaya,8,11,21,53,3,east,75,3,closed,42,2,0,Usual
340,100,panel,Serpuhovsko-timiryazevskaya,9,17,15,39,0,north,65,3,closed,51,1,0,Usual
341,93,block,Serpuhovsko-timiryazevskaya,7,14.5,24,41,7,north,64,2,closed,55,1,0,Usual
342,165,brick,Arbato-Pokrovskaya,9,7.5,14,70,9,east,99,1,closed,55,2,0,Usual
343,72,block,Kalugsko-Rigskaya,6,,7,35,5,north,52,3,closed,70,1,1,Usual
344,125,monolit,Arbato-Pokrovskaya,7,11,24,52,2,east,78,2,underground,65,2,0,Usual
345,250,brick,Kalugsko-Rigskaya,10,3,21,47,0,north,74,2,underground,30,2,0,Usual
346,165,panel,Lublinskaya,12,12.7,20,51,0,southeast,87,1,underground,63,2,0,Usual
347,148,brick,Lublinskaya,8,6.5,15,52,1,southeast,84,2,opened,48,2,0,Usual
348,130,monolit,Lublinskaya,9,13,13,49,4,southeast,81,1,closed,82,2,0,Usual
349,148,monolit,Zamoskvoreckaya,9,7.5,24,51,1,northwest,74,3,underground,61,2,0,Usual
350,123,block,Tagansko-Krasnopresenskaya,,9,28,45,8,northwest,79,3,closed,61,1,0,Usual
351,149,block,Kalugsko-Rigskaya,9,12,25,45,6,north,77,2,opened,56,2,0,Usual
352,97,panel,Tagansko-Krasnopresenskaya,6,9,16,35,8,northwest,55,3,closed,25,1,0,Usual
353,80,panel,Arbato-Pokrovskaya,6,12,0,34,0,east,50,1,underground,36,1,0,Usual
354,100,brick,Arbato-Pokrovskaya,5,12,2,42,1,east,58,1,underground,61,1,0,Usual
355,105,block,Lublinskaya,,12,10,45,3,southeast,75,1,underground,45,1,0,Usual
356,80,monolit,Kalininskaya,6,10.5,18,36,0,east,52,3,closed,25,1,0,Usual
357,120,block,Lublinskaya,9,13,1,63,7,southeast,100,1,closed,51,2,0,Usual
358,78,panel,Serpuhovsko-timiryazevskaya,6,12.5,6,42,0,north,59,1,underground,79,1,1,Usual
359,209,monolit,Zamoskvoreckaya,8,10.5,17,57,3,northwest,90,3,closed,39,2,0,Usual
360,190,brick,Zamoskvoreckaya,,9,19,51,7,,81,3,underground,31,2,0,Usual
361,88,block,Kalininskaya,6,10.5,16,35,9,east,51,1,opened,80,1,0,Usual
362,135,monolit,Zamoskvoreckaya,9,10.5,8,53,0,northwest,85,2,underground,41,2,0,Usual
363,185,brick,Zamoskvoreckaya,13,7.5,28,54,3,northwest,90,3,closed,41,2,0,Usual
364,299,block,Zamoskvoreckaya,11,9,20,65,5,northwest,100,3,opened,43,2,0,Usual
365,111,panel,Zamoskvoreckaya,9,14.5,9,45,0,northwest,81,2,opened,63,2,0,Usual
366,102,block,Tagansko-Krasnopresenskaya,7,13.5,19,44,,southeast,65,1,opened,70,1,0,Usual
367,94,block,Serpuhovsko-timiryazevskaya,7,14.5,27,45,0,north,65,1,underground,42,1,0,Usual
368,165,brick,Kalugsko-Rigskaya,9,,18,53,5,north,79,3,closed,33,2,0,Usual
369,164,monolit,Tagansko-Krasnopresenskaya,13,10,21,52,7,southeast,90,1,underground,42,2,0,Usual
370,110,block,Kalugsko-Rigskaya,7,13.5,22,45,7,north,63,1,closed,78,1,0,Usual
371,137,monolit,Tagansko-Krasnopresenskaya,9,6,17,51,8,southeast,78,2,opened,42,2,0,Usual
372,97,monolit,Kalugsko-Rigskaya,6,13.5,3,42,6,north,57,1,closed,45,1,0,Usual
373,155,panel,Arbato-Pokrovskaya,13,12,20,46,0,east,80,3,closed,43,2,0,Usual
374,153,,Tagansko-Krasnopresenskaya,10,7,17,45,0,northwest,75,3,underground,35,2,0,Usual
375,132,block,Tagansko-Krasnopresenskaya,14,17,18,55,0,northwest,88,3,closed,26,2,0,Usual
376,110,panel,Lublinskaya,10,12.7,29,45,5,southeast,74,2,underground,45,1,0,Usual
377,103,block,Zamoskvoreckaya,8,10.5,8,38,1,northwest,63,1,opened,34,1,0,Usual
378,79,block,Zamoskvoreckaya,6,14.5,22,33,0,northwest,49,1,underground,72,1,1,Usual
379,200,block,Tagansko-Krasnopresenskaya,12,10,23,71,3,southeast,121,3,underground,69,2,0,Usual
380,85,block,Tagansko-Krasnopresenskaya,6,9,2,44,1,northwest,59,1,closed,82,1,0,Usual
381,108,block,Tagansko-Krasnopresenskaya,7,17,24,43,9,northwest,66,2,opened,39,1,0,Usual
382,125,monolit,Tagansko-Krasnopresenskaya,9,6,22,56,0,southeast,81,1,opened,51,2,0,Usual
383,145,brick,Tagansko-Krasnopresenskaya,10,9,26,55,0,northwest,90,2,opened,44,2,0,Usual
384,250,brick,Arbato-Pokrovskaya,8,4.5,20,56,3,east,74,3,underground,64,2,0,Usual
385,140,block,Arbato-Pokrovskaya,11,12,25,46,6,east,78,2,underground,75,2,0,Usual
386,160,brick,Kalugsko-Rigskaya,12,3,18,51,8,north,79,2,closed,51,2,0,Usual
387,122,block,Tagansko-Krasnopresenskaya,12,13.5,6,51,0,southeast,96,1,underground,35,2,0,Usual
388,100,brick,Kalugsko-Rigskaya,7,13.5,16,42,1,north,63,1,closed,57,1,0,Usual
389,87,brick,Lublinskaya,5,,23,38,1,southeast,55,3,opened,37,1,0,Usual
390,92,block,Kalininskaya,6,12,6,47,0,east,69,3,closed,52,1,0,Usual
391,150,panel,Tagansko-Krasnopresenskaya,8,6,21,42,4,southeast,77,1,closed,78,2,0,Usual
392,150,panel,Zamoskvoreckaya,16,14.5,7,64,6,northwest,112,1,underground,34,2,0,Usual
393,88,,Serpuhovsko-timiryazevskaya,,,19,42,9,north,61,3,opened,32,1,0,Usual
394,,panel,Lublinskaya,10,13,26,45,6,southeast,78,2,opened,71,1,1,Usual
395,92,panel,Kalininskaya,8,10.5,20,38,0,east,64,2,closed,43,1,0,Usual
396,112,monolit,Kalininskaya,8,10.5,28,54,0,east,76,3,underground,29,1,0,Usual
397,90,panel,Lublinskaya,7,12,16,,4,southeast,65,1,opened,60,1,0,Usual
398,140,brick,Lublinskaya,8,6.5,25,50,4,southeast,85,1,opened,68,2,0,Usual
399,100,panel,Lublinskaya,10,13,0,45,1,southeast,75,2,underground,37,2,0,Usual
400,83,panel,Serpuhovsko-timiryazevskaya,6,,23,38,0,north,58,3,underground,57,1,0,Usual
401,115,brick,Zamoskvoreckaya,8,10.5,11,50,4,northwest,72,1,opened,56,2,0,Usual
402,92,panel,Lublinskaya,6,13,3,53,4,southeast,68,2,closed,45,1,0,Usual
403,110,monolit,Arbato-Pokrovskaya,11,12.5,26,41,0,east,65,3,closed,68,1,0,Usual
404,103,block,Serpuhovsko-timiryazevskaya,6,17,24,45,7,north,64,1,underground,82,1,0,Usual
405,165,brick,Tagansko-Krasnopresenskaya,9,5,25,47,6,northwest,78,1,closed,44,2,0,Usual
406,,panel,Tagansko-Krasnopresenskaya,9,7,12,57,5,northwest,89,2,closed,48,1,1,Usual
407,371,panel,Tagansko-Krasnopresenskaya,18,7,11,70,1,northwest,,1,opened,75,2,0,Business
408,85,panel,Serpuhovsko-timiryazevskaya,6,17,28,38,0,north,60,1,opened,68,1,0,Usual
409,95,block,Kalininskaya,8,12,23,39,4,east,65,1,underground,54,1,0,Usual
410,141,block,Kalugsko-Rigskaya,13,13.5,4,58,2,,113,3,opened,57,2,0,Usual
411,113,brick,Zamoskvoreckaya,8,,3,50,0,northwest,77,3,opened,47,2,0,Usual
412,125,,Arbato-Pokrovskaya,8,11,18,52,3,east,73,3,opened,57,2,0,Usual
413,108,brick,Kalugsko-Rigskaya,9,12,5,40,3,north,64,1,closed,63,1,0,Usual
414,84,block,Tagansko-Krasnopresenskaya,5,10,23,45,2,southeast,59,2,closed,66,1,0,Usual
415,170,monolit,Zamoskvoreckaya,8,7.5,29,47,,northwest,71,3,opened,48,2,0,Usual
416,112,monolit,Lublinskaya,8,6.5,19,51,3,southeast,72,3,underground,50,1,0,Usual
417,131,block,Kalugsko-Rigskaya,10,12,16,45,8,north,76,3,closed,24,2,0,Usual
418,110,panel,Lublinskaya,9,13,27,46,0,southeast,77,1,opened,54,1,0,Usual
419,135,brick,Kalininskaya,9,10.5,16,48,0,east,,2,opened,32,1,0,Usual
420,132,panel,Kalugsko-Rigskaya,8,,19,44,7,north,69,2,closed,68,1,0,Usual
421,135,block,Kalugsko-Rigskaya,10,15.5,22,,0,north,100,2,closed,70,1,0,Usual
422,95,block,Serpuhovsko-timiryazevskaya,8,14.5,28,39,8,north,63,1,opened,42,1,0,Usual
423,140,panel,Tagansko-Krasnopresenskaya,10,10,,45,6,southeast,77,2,closed,56,2,0,Usual
424,120,block,Lublinskaya,10,13,29,45,0,southeast,77,1,closed,51,1,0,Usual
425,115,panel,Kalininskaya,9,12,28,44,7,east,68,3,opened,27,1,0,Usual
426,165,block,Tagansko-Krasnopresenskaya,14,7,11,58,9,northwest,96,3,underground,36,2,0,Usual
427,,panel,Serpuhovsko-timiryazevskaya,8,17,22,39,0,north,66,1,opened,36,1,1,Usual
428,192,block,Zamoskvoreckaya,16,14.5,11,68,0,,123,1,closed,48,2,0,Usual
429,128,monolit,Serpuhovsko-timiryazevskaya,10,17,24,45,7,north,75,3,underground,24,2,0,Usual
430,105,block,Tagansko-Krasnopresenskaya,7,17,17,44,4,northwest,,1,closed,55,1,0,Usual
431,133,monolit,Kalugsko-Rigskaya,12,13.5,21,46,8,north,83,3,opened,40,2,0,Usual
432,96,block,Kalugsko-Rigskaya,9,13.5,15,41,2,north,64,1,opened,55,1,0,Usual
433,168,monolit,Arbato-Pokrovskaya,8,7.5,19,54,0,east,84,1,underground,34,2,0,Usual
434,150,block,Zamoskvoreckaya,10,14.5,2,45,7,northwest,78,1,closed,55,2,0,Usual
435,135,brick,Kalugsko-Rigskaya,11,3,25,55,4,north,84,3,closed,30,2,0,Usual
436,85,panel,Lublinskaya,10,12,4,43,4,southeast,65,1,closed,51,1,0,Usual
437,85,block,Arbato-Pokrovskaya,5,12,2,37,5,east,57,3,closed,29,1,0,Usual
438,138,monolit,Kalugsko-Rigskaya,10,13.5,24,50,0,north,86,2,closed,69,2,0,Usual
439,87,block,Arbato-Pokrovskaya,6,12,28,45,0,east,57,3,closed,32,1,0,Usual
440,115,panel,Lublinskaya,11,12.7,12,48,4,southeast,80,1,underground,44,2,0,Usual
441,117,panel,Zamoskvoreckaya,13,10.5,8,44,1,northwest,80,3,closed,58,2,0,Usual
442,154,monolit,Lublinskaya,11,6.5,22,51,9,southeast,95,2,closed,49,2,0,Usual
443,84,panel,Lublinskaya,6,12,19,43,1,southeast,60,2,closed,74,1,0,Usual
444,160,block,Zamoskvoreckaya,15,14.5,5,67,7,northwest,114,3,underground,65,2,0,Usual
445,,panel,Serpuhovsko-timiryazevskaya,6,14.5,14,43,3,north,61,2,underground,69,1,1,Usual
446,130,panel,Lublinskaya,11,11,27,47,,southeast,77,2,closed,62,2,0,Usual
447,100,panel,Kalugsko-Rigskaya,8,15.5,9,44,,north,70,3,opened,72,1,0,Usual
448,135,panel,Lublinskaya,11,12.7,18,44,3,southeast,78,3,underground,40,2,0,Usual
449,84,block,Lublinskaya,6,7,15,38,,southeast,59,3,underground,33,1,0,Usual
450,105,panel,Kalininskaya,7,,24,44,3,east,66,3,underground,42,1,0,Usual
451,155,panel,Arbato-Pokrovskaya,10,12,26,46,8,east,75,2,opened,61,2,0,Usual
452,120,block,Lublinskaya,10,13,16,45,1,southeast,76,1,closed,41,2,0,Usual
453,105,monolit,Arbato-Pokrovskaya,8,11,28,35,8,east,60,3,underground,65,1,0,Usual
454,75,brick,Tagansko-Krasnopresenskaya,,11.5,21,35,0,southeast,53,2,closed,63,1,1,Usual
455,110,block,Tagansko-Krasnopresenskaya,10,6,3,46,5,southeast,77,2,underground,47,2,0,Usual
456,280,monolit,Zamoskvoreckaya,14,14.5,16,65,9,northwest,108,1,opened,51,2,0,Usual
457,115,panel,Lublinskaya,10,12,16,52,2,southeast,85,2,underground,48,2,0,Usual
458,78,panel,Tagansko-Krasnopresenskaya,6,13.5,24,37,7,southeast,57,3,opened,34,1,1,Usual
459,227,block,Tagansko-Krasnopresenskaya,16,9,24,70,5,northwest,134,2,opened,46,2,0,Usual
460,86,brick,Lublinskaya,5,6.5,24,42,0,southeast,56,1,underground,64,1,0,Usual
461,106,panel,Lublinskaya,10,12.7,16,43,0,southeast,70,3,closed,33,1,0,Usual
462,93,panel,Serpuhovsko-timiryazevskaya,8,14.5,19,39,0,north,66,2,closed,60,1,0,Usual
463,112,monolit,Tagansko-Krasnopresenskaya,8,11.5,17,45,3,southeast,79,3,closed,47,1,0,Usual
464,93,block,Kalugsko-Rigskaya,7,13.5,1,45,5,north,64,1,underground,73,1,0,Usual
465,120,panel,Lublinskaya,10,13,19,45,7,southeast,74,2,closed,72,1,0,Usual
466,92,panel,Serpuhovsko-timiryazevskaya,6,14.5,23,41,0,north,60,2,closed,65,1,0,Usual
467,220,block,Tagansko-Krasnopresenskaya,13,9,27,46,3,northwest,81,2,opened,29,2,0,Usual
468,107,panel,Kalugsko-Rigskaya,9,8,10,42,1,north,66,1,closed,57,1,0,Usual
469,115,panel,Serpuhovsko-timiryazevskaya,9,17,25,38,0,north,62,2,opened,37,1,0,Usual
470,83,block,Lublinskaya,6,13,8,38,0,southeast,61,1,opened,52,1,0,Usual
471,140,monolit,Arbato-Pokrovskaya,6,4.5,22,47,0,east,66,1,underground,66,2,0,Usual
472,105,panel,Kalugsko-Rigskaya,6,13.5,29,45,1,north,64,1,opened,55,1,0,Usual
473,,monolit,Kalugsko-Rigskaya,6,8,17,43,0,north,57,3,underground,27,1,1,Usual
474,88,block,Serpuhovsko-timiryazevskaya,7,17,19,46,0,north,64,2,underground,37,1,0,Usual
475,115,panel,Lublinskaya,11,12.7,20,40,3,southeast,76,1,opened,79,1,0,Usual
476,140,block,Zamoskvoreckaya,10,9,28,45,9,northwest,70,1,closed,61,1,0,Usual
477,149,brick,Zamoskvoreckaya,8,10.5,1,57,0,northwest,94,2,underground,75,2,0,Usual
478,120,panel,Serpuhovsko-timiryazevskaya,10,17,15,43,1,north,75,1,closed,54,2,0,Usual
479,170,,Tagansko-Krasnopresenskaya,18,6,22,62,9,southeast,92,3,underground,62,2,0,Usual
480,105,panel,Tagansko-Krasnopresenskaya,8,11.5,29,49,0,southeast,73,2,closed,42,1,0,Usual
481,189,monolit,Zamoskvoreckaya,10,9,18,55,3,northwest,86,2,underground,57,2,0,Usual
482,86,monolit,Lublinskaya,6,12,5,42,0,southeast,61,2,closed,63,1,0,Usual
483,126,block,Kalininskaya,14,12,1,40,0,east,80,3,closed,31,2,0,Usual
484,85,panel,Tagansko-Krasnopresenskaya,6,10,1,40,8,southeast,59,2,opened,32,1,0,Usual
485,140,brick,Serpuhovsko-timiryazevskaya,11,12.5,16,47,0,north,82,1,underground,73,2,0,Usual
486,104,panel,Lublinskaya,11,13,12,52,9,southeast,84,2,opened,77,2,0,Usual
487,108,panel,Kalininskaya,10,12,23,45,1,east,66,1,opened,65,1,0,Usual
488,,panel,Tagansko-Krasnopresenskaya,,13.5,1,45,0,southeast,60,1,closed,73,1,1,Usual
489,90,block,Zamoskvoreckaya,6,14.5,,35,,northwest,55,1,underground,62,1,0,Usual
490,87,block,Kalininskaya,6,12,18,43,,east,61,1,underground,42,1,0,Usual
491,115,block,Arbato-Pokrovskaya,10,12,21,42,0,east,71,3,closed,63,1,0,Usual
492,78,panel,Lublinskaya,6,7,19,44,0,southeast,58,1,closed,59,1,1,Usual
493,120,,Tagansko-Krasnopresenskaya,9,13.5,8,47,0,,80,3,opened,53,2,0,Usual
494,98,block,Kalininskaya,10,12,16,44,0,east,74,2,underground,49,1,0,Usual
495,152,monolit,Zamoskvoreckaya,8,7.5,17,54,3,northwest,81,2,underground,36,2,0,Usual
496,105,block,Lublinskaya,8,13,4,48,5,southeast,82,1,underground,58,2,0,Usual
497,158,monolit,Tagansko-Krasnopresenskaya,12,9,20,48,1,northwest,78,1,opened,50,2,0,Usual
498,87,block,Tagansko-Krasnopresenskaya,5,11.5,18,33,3,southeast,58,2,closed,66,1,0,Usual
499,150,monolit,Lublinskaya,15,11,28,56,2,southeast,108,2,underground,40,2,0,Usual
500,109,monolit,Zamoskvoreckaya,13,14.5,13,45,0,northwest,79,3,closed,45,2,0,Usual
501,158,block,Tagansko-Krasnopresenskaya,9,7,23,44,8,northwest,64,1,closed,38,2,0,Usual
502,160,monolit,Kalininskaya,8,12,28,51,7,east,86,2,closed,30,2,0,Usual
503,80,block,Tagansko-Krasnopresenskaya,6,10,,37,0,southeast,56,1,opened,62,1,0,Usual
504,115,monolit,Arbato-Pokrovskaya,7,11,23,38,2,east,66,2,opened,51,1,0,Usual
505,260,brick,Kalugsko-Rigskaya,8,8,15,45,0,north,70,2,opened,76,2,0,Usual
506,90,monolit,Zamoskvoreckaya,5,12.5,19,40,9,northwest,56,2,closed,66,1,0,Usual
507,132,panel,Serpuhovsko-timiryazevskaya,8,12.5,25,43,9,north,76,3,closed,63,1,0,Usual
508,84,block,Tagansko-Krasnopresenskaya,6,10,18,46,5,southeast,59,3,opened,24,1,0,Usual
509,112,panel,Arbato-Pokrovskaya,8,11,23,35,2,east,63,2,underground,32,1,0,Usual
510,120,block,Zamoskvoreckaya,8,10.5,9,43,3,northwest,,1,opened,61,1,0,Usual
511,115,panel,Kalininskaya,10,12,1,45,4,east,76,2,underground,52,2,0,Usual
512,165,brick,Serpuhovsko-timiryazevskaya,9,6.5,16,41,3,north,,2,underground,32,1,0,Usual
513,125,panel,Kalininskaya,10,10.5,22,46,4,east,77,2,underground,28,2,0,Usual
514,103,block,Kalugsko-Rigskaya,9,13.5,12,43,3,north,67,1,opened,74,1,0,Usual
515,130,monolit,Kalugsko-Rigskaya,10,13.5,18,47,0,north,72,3,opened,61,2,0,Usual
516,129,monolit,Zamoskvoreckaya,6,9,17,41,0,northwest,59,3,opened,71,1,0,Usual
517,80,block,Tagansko-Krasnopresenskaya,6,17,25,34,0,northwest,52,3,underground,34,1,0,Usual
518,190,brick,Arbato-Pokrovskaya,9,4.5,27,55,8,east,84,1,underground,81,2,0,Usual
519,130,panel,Kalugsko-Rigskaya,9,12,27,42,1,north,72,2,closed,28,1,0,Usual
520,86,monolit,Lublinskaya,5,6.5,19,42,0,southeast,56,2,closed,54,1,0,Usual
521,190,panel,Tagansko-Krasnopresenskaya,24,9,13,58,1,northwest,106,1,underground,64,2,0,Usual
522,132,panel,Lublinskaya,11,12.7,18,52,7,southeast,84,1,closed,54,2,0,Usual
523,170,panel,Arbato-Pokrovskaya,13,12,25,45,8,east,80,3,underground,35,2,0,Usual
524,118,brick,Lublinskaya,9,11,27,52,7,southeast,78,2,opened,41,1,0,Usual
525,78,brick,Tagansko-Krasnopresenskaya,6,13.5,11,47,0,southeast,63,1,closed,49,1,1,Usual
526,77,monolit,Kalugsko-Rigskaya,6,13.5,10,38,0,north,56,3,closed,71,1,1,Usual
527,77,,Tagansko-Krasnopresenskaya,6,13.5,20,34,5,southeast,50,1,underground,38,1,1,Usual
528,105,block,Zamoskvoreckaya,10,14.5,,45,6,northwest,75,3,underground,50,2,0,Usual
529,150,block,Kalugsko-Rigskaya,10,12,19,45,1,north,76,3,underground,38,2,0,Usual
530,143,block,Zamoskvoreckaya,9,10.5,21,45,6,northwest,75,2,closed,40,2,0,Usual
531,350,panel,Zamoskvoreckaya,20,9,27,85,3,northwest,113,2,underground,57,3,0,Usual
532,110,panel,Tagansko-Krasnopresenskaya,9,13.5,26,40,0,southeast,70,2,closed,33,1,0,Usual
533,159,brick,Zamoskvoreckaya,13,14.5,14,64,0,northwest,107,3,closed,43,2,0,Usual
534,,panel,Tagansko-Krasnopresenskaya,10,7,,46,,northwest,75,3,closed,48,1,1,Usual
535,89,brick,Kalugsko-Rigskaya,6,,28,43,9,north,60,3,opened,29,1,0,Usual
536,170,monolit,Tagansko-Krasnopresenskaya,,5,,50,7,northwest,76,3,closed,60,2,0,Usual
537,89,brick,Zamoskvoreckaya,6,10.5,17,37,7,northwest,55,3,opened,33,1,0,Usual
538,115,panel,Kalininskaya,7,12,,44,8,east,64,2,closed,61,1,0,Usual
539,110,panel,Lublinskaya,11,12.7,28,40,5,southeast,77,3,closed,41,1,0,Usual
540,84,block,Lublinskaya,6,12,24,44,3,southeast,59,2,opened,45,1,0,Usual
541,130,block,Serpuhovsko-timiryazevskaya,10,14.5,24,46,4,north,78,3,underground,62,2,0,Usual
542,87,brick,Serpuhovsko-timiryazevskaya,13,14.5,17,57,0,north,90,1,opened,56,2,0,Usual
543,79,block,Kalugsko-Rigskaya,6,15.5,15,44,,north,60,2,opened,56,1,1,Usual
544,,panel,Arbato-Pokrovskaya,6,4.5,17,39,1,east,60,1,underground,35,1,1,Usual
545,95,panel,Tagansko-Krasnopresenskaya,9,13.5,5,41,5,southeast,67,2,closed,54,1,0,Usual
546,98,panel,Zamoskvoreckaya,7,14.5,12,42,2,northwest,64,2,underground,66,1,0,Usual
547,83,panel,Serpuhovsko-timiryazevskaya,9,17,6,42,0,north,64,2,closed,39,1,0,Usual
548,130,,Kalininskaya,8,3.5,29,54,9,,82,2,opened,54,2,0,Usual
549,105,brick,Kalugsko-Rigskaya,6,3,21,43,3,north,56,3,closed,49,1,0,Usual
550,124,panel,Serpuhovsko-timiryazevskaya,10,14.5,4,44,9,north,77,2,closed,57,2,0,Usual
